8c, 260, 0, 0, 0
166, 2d4, 17, 0, 0
145c, 5dff, 1f0187107d0, d9cd5ff338, 0
14c2, 1, 7fff25760440, 3a98, 5dff
90, 30, 1c, 2c, 23bc0e02558
1e3, 20, 23bc0e51390, 10, d6ce6ff7e8
55, a3fb8ff340, 80100080, a3fb8ff380, a3fb8ff348
7, fbc, 0, 0, 0
f, fbc, 1, 238a35107e0, 4
7, 60c, 0, 0, 0
14c2, b, a3fb8ff520, 0, 14ff
55, a3fb8ff340, 80100080, a3fb8ff380, a3fb8ff348
7, fbc, 0, 0, 0
f, fbc, 1, 238a35107e0, 4
7, 60c, 0, 0, 0
3f, 1488, 211bc603d40, 27a7f5420b0, 74
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
14c2, b, a3fb8ff520, 0, 14ff
55, a3fb8ff340, 80100080, a3fb8ff380, a3fb8ff348
7, fbc, 0, 0, 0
f, fbc, 1, 238a35107e0, 4
1257, c416bff120, 7fff2123a7c8, c416bff120, 556a
1474, 40508, 1076eee0, 1076ed38, 0
100e, 10124, 0, 2480, 124
100e, 10124, 2, 1076ed38, 0
1474, 10124, 1076eee0, 1076ed38, 0
7, 60c, 0, 0, 0
166, 2d4, 17, 252363c9370, e8
24, fffffffffffffffe, 8, 1, e8a97fe9d8
3f, 1488, d9cce2e018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 1f018004120, d6faafcae0, 138
3f, 1488, 1f018003d80, d6faafc430, 40
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
14c2, b, a3fb8ff520, 0, 14ff
55, a3fb8ff340, 80100080, a3fb8ff380, a3fb8ff348
7, fbc, 0, 0, 0
1445, 10124, 14c0000, 20, 10001
100e, 2045a, 0, 8b40, 45a
100e, 2045a, 2, 1076ed38, 0
1474, 2045a, 1076eee0, 1076ed38, 0
f, fbc, 1, 238a35107e0, 4
7, 60c, 0, 0, 0
3f, 1488, d9cce2e020, d6faafc1c0, 8
3f, 1488, 1f018003730, d6faafc200, 448
1006, ffffffff8b01092d, 0, 120, 8
131, ffffffffffffffff, 8, e8a97fe9d8, 5c
11ea, c416bff240, 0, 0, 0
1257, c416bff120, 7fff2123a7c8, c416bff120, 556a
11ea, c416bff240, f, 1c5ace135b0, 2e
1157, c416bff2e0, c416bff3f8, 7ffe7000, 83
1119, 4, c416bff4b8, 1c59c6610a8, 1c59c6610a8
146, 870, 0, 5, 83
25, fffffffffffffffe, 17, c416bff5c0, 10
5b, 4, 1c59c63b508, 1, 0
17d, 26c, c416bff250, 1, c416bff240
5b, 5, 1c59c641140, 1, 0
90, a0, 84, 9c, 20dc38048b8
1e, ffffffffffffffff, ee31bef320, ee31bef328, 4000
1e, ffffffffffffffff, ee31bef390, ee31bef398, 4000
1e, ffffffffffffffff, ee31bef390, ee31bef398, 4000
1e3, 90, 20dc38650f0, 10, ee31bef718
89, 53c, 0, 25f9a7f848, 10
8c, 53c, 0, 0, 0
1ae, 20, 9, 25f9a7f6c0, 4
d, fffffffffffffffe, 2c, 196d571b078, 8
8c, ebc, 20000, 196d5fcf170, 196d5c4a848
89, 224, 0, 5e06dff988, 10
8c, 224, 0, 0, 0
1ae, 18, 9, 5e06dff800, 4
d, fffffffffffffffe, 2c, 253a88805d8, 8
76, ffffffffffffffff, 5e06dfdf50, 5e06dfdea0, 1000
16, 984, 7, 5e06dfd978, 4
129, 5e06dfd9d0, 20119, 5e06dfda30, 0
1a7, b10, 5, 5e06dfd9b8, 4
16, b10, 7, 5e06dfd978, 4
129, 5e06dfd9d0, 20119, 5e06dfda30, 0
17, d60, 5e06dfdd08, 2, 5e06dfda30
16, b10, 7, 5e06dfd6c8, 4
129, 5e06dfd720, 20119, 5e06dfd780, 0
32, 8cc, 0, 0, 5e06dfd810
3f, 1488, 1f018003dc0, 27a7f5cbd10, 86
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
21, fffffffffffffffa, 1, be0f9fc9b0, 58
d, fffffffffffffffe, 2c, 196d4c77500, 8
1e3, 20, 196d63c2930, 10, 25f9b7fbc8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
14c2, b, a3fb8ff520, 0, 14ff
19, 1488, 0, d6faafc700, 30
3f, 1488, 83c154018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
86, 4ac, 2a6e854c970, 0, 5c
21, fffffffffffffffa, 1, b7fb87dc60, 58
d, fffffffffffffffe, 5, b7fb87db70, 8
d, fffffffffffffffe, 5, b7fb87db98, 8
36, b6, b7fb87da60, 38, 0
19, ffffffffffffffff, 1, b7fb87da98, 30
19, ffffffffffffffff, 3, b7fb87dad0, 58
1ae, 20, 9, b7fb87f3f8, 4
1e3, 20, 2a6e68c1130, 10, b7fb87f528
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
4, 1a8, 0, 0, 0
4, ac, 0, 0, 0
f, 8cc, 1, 253a87107e0, 0
21, fffffffffffffffa, 1, 0, 0
100e, 40462, 0, 8c40, 462
1bd, 2c, b5c557f9d0, 0, b5c557fa00
90, 30, 1c, 2c, 1f6d1a02558
1e3, 20, 1f6d2ad7930, 10, b5c557faa8
1ae, 20, 9, 25fb57fa68, 4
1e3, 20, 196d63c2210, 10, 25fb57fb98
3f, 1488, 17ef4c040a0, d6faafcae0, 138
21, fffffffffffffffa, 1, 253a88ac8b0, 2c
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
8c, 224, 20000, 27a7f8647f0, 27a7ebd9058
89, 1f0, 0, b7fb87f318, 10
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fb87f190, 4
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e8545270, 0, 5c
d2, 196d6226858, 2, 0, 0
7, 11e4, 0, 0, 0
154, 11f8, 13, 25f9cfd400, 1c0
154, 11f8, 1c, 25f9cfd5a0, 10
7, 11ec, 0, 0, 0
7, 11ec, 0, 0, 0
1de, 25f9cfc680, 25f9cfc6e0, 3c, 0
d0, 196d63cb9b0, 1, 0, ffffffff
17c, 11d0, 1, 0, ffff0000
1e3, 4a0, 196d63c4940, 10, 25f9cff4b8
76, ffffffffffffffff, be0f8fd5b0, be0f8fd500, 1000
d, fffffffffffffffe, 5, be0f8fdaf8, 8
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
8c, 4bc, 20000, 28546b11f70, 28546a77398
48, 7ca57f308, 1f0003, 0, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 15b14e8c7b8
89, 1b4, 0, 7ca57f2f8, 10
8c, 1b4, 0, 0, 0
1ae, 24, 9, 7ca57f170, 4
86, 1c0, 15b14eb7160, 0, 0
24, fffffffffffffffe, 20008, 1, 7ca57ec20
d, fffffffffffffffe, 5, 7ca57eba0, 8
21, fffffffffffffffa, 1, b7fb87dcc0, 58
d, fffffffffffffffe, 5, b7fb87dbd0, 8
d, fffffffffffffffe, 5, b7fb87dbf8, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e8545270, 0, 5c
21, fffffffffffffffa, 1, b7fb87dc60, 58
d, fffffffffffffffe, 5, b7fb87db70, 8
d, fffffffffffffffe, 5, b7fb87db98, 8
1ae, 20, 9, b7fb87f3f8, 4
1e3, 20, 2a6e68c1130, 10, b7fb87f528
8c, 224, 20000, 27a7f8647f0, 27a7ebd9058
89, 1f0, 0, b7fb87f318, 10
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fb87f190, 4
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e71ec660, 0, 5c
21, fffffffffffffffa, 1, b7fb87dcc0, 58
16, b10, 7, 5e06dfd638, 4
129, 5e06dfd690, 20119, 5e06dfd6f0, 0
32, 8cc, 0, 0, 5e06dfd780
f, 8cc, 1, 253a87107e0, 0
16, b10, 7, 5e06dfd638, 4
129, 5e06dfd690, 20119, 5e06dfd6f0, 0
17, 8cc, 5e06dfdbc8, 2, 5e06dfd8f0
f, 8cc, 1, 253a87107e0, 0
16, b10, 7, 5e06dfd6b8, 4
129, 5e06dfd710, 20119, 5e06dfd770, 0
16, 8cc, 7, 5e06dfd6c8, 4
129, 5e06dfd720, 20119, 5e06dfd780, 0
129, be0f9fcaf8, 2000000, be0f9fcb50, 0
17, 167e, be0f9fd1d8, 2, be0f9fcf00
129, be0f9fd0e8, 2000000, be0f9fd128, 0
21, 7a0, a, 7ca57ed60, 38
63, 15b14e20d50, 15b14e29390, 7a0, 2000000
63, 15b14e20740, 15b14e29390, 7a0, 2000000
f, 7a0, 1, 15b14b907e0, 4
d, fffffffffffffffe, 2c, 15b14e6e058, 8
16, 12d4, 7, be0f9fcec8, 4
129, be0f9fcf20, 20019, be0f9fcf80, 0
f, 12d4, 0, 0, 0
17, 3ec, be0f9fd258, 2, be0f9fcf80
17, 3ec, be0f9fd258, 2, be0f9fcf80
d, fffffffffffffffe, 5, b7fb87dbd0, 8
f, 8cc, 1, 253a87107e0, 0
32, 93c, 0, 0, 5e06dfda80
16, b10, 7, 5e06dfd638, 4
129, 5e06dfd690, 20119, 5e06dfd6f0, 0
17, 8cc, 5e06dfdbb8, 2, 5e06dfd8e0
17, 8cc, 5e06dfdbb8, 2, 253ab4fe0d0
17, 8cc, 5e06dfdc28, 2, 5e06dfd950
f, 8cc, 1, 253a87107e0, 0
32, 93c, 1, 0, 5e06dfda80
16, b10, 7, 5e06dfd638, 4
129, 5e06dfd690, 20119, 5e06dfd6f0, 0
17, 8cc, 5e06dfdbb8, 2, 5e06dfd8e0
17, 8cc, 5e06dfdbb8, 2, 253ab4fe5a0
17, 8cc, 5e06dfdc28, 2, 5e06dfd950
f, 3ec, 1, 28545ac07e0, 0
16, 167e, 3, be0f9fd010, 188
16, 167e, 7, be0f9fcb70, 4
f, 8cc, 1, 253a87107e0, 0
16, b10, 7, 5e06dfd678, 4
129, 5e06dfd6d0, 20119, 5e06dfd730, 0
16, 8cc, 4, 5e06dfd800, 28
f, 8cc, 1, 253a87107e0, 0
32, 93c, 2, 0, 5e06dfda80
f, 93c, 1, 253a87107e0, 0
f, d60, 1, 253a87107e0, 0
f, b10, 1, 253a87107e0, 0
1ae, 18, 9, 5e06dffa68, 4
1e3, 18, 253ab1dd210, 10, 5e06dffb98
17c, e3c, 1, 0, ffff0000
1ae, 20, 9, 25f9a7f928, 4
1e3, 20, 196d6337940, 10, 25f9a7fa58
1d3, c, 0, 0, 7ca029710
21, fffffffffffffffa, 1, be0f9fca30, 58
129, be0f9fcb78, 2000000, be0f9fcbd0, 0
17, 167e, be0f9fd258, 2, be0f9fcf80
16, 167e, 3, be0f9fcef0, 188
16, 167e, 7, be0f9fca50, 4
21, fffffffffffffffa, 1, be0f9fc910, 58
129, be0f9fca58, 2000000, be0f9fcab0, 0
17, 167e, be0f9fd138, 2, be0f9fce60
16, 167e, 3, be0f9fd010, 188
16, 167e, 7, be0f9fcb70, 4
21, fffffffffffffffa, 1, be0f9fca30, 58
129, be0f9fcb78, 2000000, be0f9fcbd0, 0
17, 167e, be0f9fd258, 2, be0f9fcf80
16, 167e, 3, be0f9fd010, 188
16, 167e, 7, be0f9fcb70, 4
21, fffffffffffffffa, 1, be0f9fca30, 58
129, be0f9fcb78, 2000000, be0f9fcbd0, 0
17, 167e, be0f9fd258, 2, be0f9fcf80
16, 167e, 3, be0f9fd010, 188
16, 167e, 7, be0f9fcb70, 4
21, fffffffffffffffa, 1, be0f9fca30, 58
90, 74, 14, 70, 253a8806978
12, 5e06e7e008, 20019, 5e06e7df10, 20019
1bd, 2c, 4e2d2ff600, 0, 4e2d2ff630
3f, 1488, 17ef4c03d10, d6faafc430, 40
d, fffffffffffffffe, 5, b7fb87dbf8, 8
1bd, 28, 47ecbff800, 0, 47ecbff830
1bd, 28, 47ecbff750, 0, 47ecbff758
90, 2c, 18, 28, 1ed4ce30d68
e, ac, 0, 10, 80000000
1e3, 1c, 1ed4ce99990, 10, 47ecbff8d8
89, 37c, 0, a32616f448, 10
8c, 37c, 0, 0, 0
1ae, 24, 9, a32616f2c0, 4
d, fffffffffffffffe, 2c, 25b4acb7b18, 8
86, 3e0, 25b4acbf660, 0, a32616e780
1bd, 2c, 4e2d2ff550, 0, 4e2d2ff558
83, 388, 0, 10, 388
61, 230, 0, 1, 1
4, 21c, 0, c416bff5c8, 0
4, 2ac, 0, c416bff5c8, 0
4, 230, 0, c416bff5c8, 0
4, 1320, 0, c416bff5c8, 0
124d, c416bff570, c0003280, 1c5a4484500, 0
4, 2b0, 0, c416bff588, 0
90, 9c, 80, 98, 196d4c048a8
1e, ffffffffffffffff, 25f95df370, 25f95df378, 4000
1e, ffffffffffffffff, 25f95df370, 25f95df378, 4000
1e, ffffffffffffffff, 25f95df370, 25f95df378, 4000
1e3, 8c, 196d63363e0, 10, 25f95df6f8
f8, 9d72748, 5dbf4c0, 1, 0
1e3, 18, 1149ef80, 10, 5dbf598
3e, ac, 0, 47ec8ff928, 0
3e, 1ac, 0, 47ec8ff998, 0
34, 0, 47ec8ff9e0, 47ec8ff998, 0
18, ffffffffffffffff, 3623aff140, 0, 3623aff1e8
e, 48, 0, 0, 7fff27494ef8
129, be0f9fcb78, 2000000, be0f9fcbd0, 0
17, 167e, be0f9fd258, 2, be0f9fcf80
16, 167e, 3, be0f9fd010, 188
76, ffffffffffffffff, 7ca57ce10, 7ca57cd60, 1000
24, fffffffffffffffe, e, 1, 425f8fdd38
24, fffffffffffffffe, e, 425f8fdc01, 425f8fdc60
24, fffffffffffffffe, c, 1, 425f8fde88
d, fffffffffffffffe, 5, 425f8fde80, 8
7f, 408, 0, 1b647fc43a0, 20000
21, 2ec, a, e8a97fe800, 38
21, 2ec, 4, 25234382470, 4c
21, 2ec, 19, 2522f82cae0, 54
1d0, 7fff273aef34, 0, 3623aff5f8, 0
43, 3623affa30, 1, 3623aff6d8, 0
1, 1c, 3623affe20, 0, 3623affde0
1e3, 1c, 181a79fd6c0, 10, 3623affbf8
1bd, 28, 3623affb20, 0, 3623affb50
1bd, 28, 3623affa70, 0, 3623affa78
90, 2c, 18, 28, 181a79c0d68
1e0, 7ff68f5cbb9c, 0, 0, 2800
21, 2ec, 5, 0, 0
21, 2ec, 5, 2522f75bd60, 14
55, b49aafde30, 80100080, b49aafde70, b49aafde38
90, 30, 1c, 2c, 233b2202558
21, 2ec, 6, 0, 0
21, 2ec, 6, 2522f8553b0, 6c
21, fffffffffffffffc, 29, e8a97fe420, 4c
21, 2ec, 29, e8a97fe470, 4c
21, 2ec, a, e8a97fe470, 38
21, 2ec, 4, 25234382780, 4c
21, 2ec, 19, 2522f82cb60, 54
21, 2ec, 5, 0, 0
21, 2ec, 5, 2522f75bde0, 14
21, 2ec, 6, 0, 0
21, 2ec, 6, 2522f855c20, 6c
21, fffffffffffffffc, 29, e8a97fe090, 4c
21, 2ec, 29, e8a97fe0e0, 4c
f, 2d4, 1, 2522ec507e0, 4
f, 2ec, 1, 2522ec507e0, 4
24, fffffffffffffffe, e, 1, e8a97fe5e8
24, fffffffffffffffe, e, e8a97fe501, e8a97fe510
24, fffffffffffffffe, c, 1, e8a97fe6e8
d, fffffffffffffffe, 5, e8a97fe6e0, 8
8, d8, 0, 0, 0
16, 167e, 7, be0f9fcb70, 4
d, fffffffffffffffe, 5, 425f8fde40, 8
1e3, 20, 233ba1933e0, 10, 4e2d2ff6d8
f, 594, 1, 2a9229c07e0, 4
24, fffffffffffffffe, 4, 1, 2a9247c3348
86, 538, 2a924720d70, 0, 5c
24, fffffffffffffffe, 8, 1, db58afdbc8
d, fffffffffffffffe, 5, db58afda80, 8
d, fffffffffffffffe, 5, db58afdaa8, 8
21, fffffffffffffffa, 1, be0f9fca30, 58
129, be0f9fcb78, 2000000, be0f9fcbd0, 0
17, 167e, be0f9fd258, 2, be0f9fcf80
0, 25b4ac79990, fffffffffffffffb, 1, 7fff1c5dd160
7f, 14c, 0, 25230085300, 20000
d, fffffffffffffffe, 5, e8a97fe6a0, 8
8c, 14c, 20000, 2523638d670, 2522f793908
8c, 408, 20000, 1b648d86a50, 1b647f9cbf8
d, fffffffffffffffe, 5, a32616e570, 8
86, 3e0, 25b4acbf660, 0, a32616e4c0
0, 25b4ac79990, fffffffffffffffb, 1, 7fff1c5dd160
d, fffffffffffffffe, 5, a32616e290, 8
86, 3e0, 25b4acbf660, 0, a32616e4c0
0, 25b4ac79990, fffffffffffffffb, 1, 7fff1c5dd160
70, 13d8, ce8cff076, ce8cff070, 1245d0024b0
89, 104, 0, be0f67f9a8, 10
8c, 104, 0, 0, 0
1ae, 20, 9, be0f67f820, 4
86, 52c, 28546ccb070, 0, 0
24, fffffffffffffffe, 2000000, 1, be0f67f3b0
d, fffffffffffffffe, 5, be0f67f330, 8
d, fffffffffffffffe, 5, a32616e290, 8
1ae, 24, 9, a32616f528, 4
1e3, 24, 25b4ac0f930, 10, a32616f658
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e71ec660, 0, 5c
21, fffffffffffffffa, 1, b7fb87dc60, 58
d, fffffffffffffffe, 5, b7fb87db70, 8
d, fffffffffffffffe, 5, b7fb87db98, 8
1bd, 98, b7fb87d9f0, 0, b7fb87d9f8
1ae, 20, 9, b7fb87f3f8, 4
f, 167e, 7fff24ce0e00, 0, 0
16, 1632, 3, be0f9fd480, 180
16, 1632, 7, be0f9fd010, 4
21, fffffffffffffffa, 1, be0f9fced0, 58
129, be0f9fd018, 201, be0f9fd070, 0
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
6, 1478, 0, 0, 4269b7e380
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
16, 1632, 7, be0f9fcf78, 4
129, be0f9fcfb8, 201, be0f9fd0a0, 0
16, 330, 7, be0f9fd4c8, 4
16, 330, 3, 28546cd7c70, 818
129, be0f9fd520, 20219, be0f9fd580, 0
1a7, 167c, 5, be0f9fd508, 4
16, 167c, 7, be0f9fd4c8, 4
129, be0f9fd520, 20219, be0f9fd580, 0
1e3, 20, 2a6e68c1130, 10, b7fb87f528
19, 1488, 1, d6faafc730, 30
8c, 224, 20000, 27a7f8647f0, 27a7ebd9058
21, 1014, a, be0f67f2d0, 38
21, 1014, 1f, be0f67f280, 4c
21, 1014, 1, be0f67f1d0, 2c
21, 1014, 8, be0f67f210, 4
21, 1014, 9, be0f67f208, 4
63, 28546185e00, 0, 1014, 2000000
63, 28546935040, 0, 1014, 2000000
f, 1014, 1, 28545ac07e0, 4
d, fffffffffffffffe, 2c, 285469752e8, 8
86, 52c, 28546ccb070, 0, be0f67eb20
24, fffffffffffffffe, 2000000, 1, be0f67e660
d, fffffffffffffffe, 5, be0f67e5e0, 8
21, 1014, a, be0f67e580, 38
21, 1014, 1f, be0f67e530, 4c
21, 1014, 1, be0f67e480, 2c
21, 1014, 8, be0f67e4c0, 4
21, 1014, 9, be0f67e4b8, 4
36, 0, be0f67e5f0, 40, 0
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
21, 594, 19, db58afdaf0, 54
f, 167c, 1, 28545ac07e0, 0
f, 1632, 7fff24ce0e00, 0, 0
d, fffffffffffffffe, 5, be0f9fd938, 8
f, 1772, 7fff24ce0e00, 0, 0
165, 192c, 7fff274415d0, 2, be0f9fda70
165, 192c, 7fff274415d0, 1, be0f9fda70
36, 1, be0f67e5e0, c, 0
100e, 40462, 2, 1076ed38, 0
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 83c154020, d6faafc1c0, 8
3f, 1488, 17ef4c036c0, d6faafc200, 448
3f, 1488, 17ef4c03d50, 27a7f542fb0, 72
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, e07c2a1018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 24bdf604120, d6faafcae0, 138
1008, 80328, 87, 0, c
1056, 80328, 8, c0c0c, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
3f, 1488, 24bdf603d80, d6faafc430, 40
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, e07c2a1020, d6faafc1c0, 8
3f, 1488, 24bdf603730, d6faafc200, 448
3f, 1488, 24bdf603dc0, 27a00088b40, 8a
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, 4e2b23a018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
48, be0f9fdda8, 1f0003, 0, 1
1054, ffffffff99010c23, 0, 12c, 8
1006, ffffffff8b01092d, 0, 120, 8
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
4, 1a8, 0, 0, 0
4, ac, 0, 0, 0
1e0, 1245d0049b0, 0, ce8a7f938, 0
89, 1e0, 0, d6fabff5c8, 10
8c, 1e0, 0, 0, 0
1ae, 18, 9, d6fabff440, 4
86, 25c, 27a7fd9d7d0, 1, 1
0, 27a7eb179b0, fffffffffffffffb, 2000000, d6fabff170
d, fffffffffffffffe, 5, d6fabff0e0, 8
86, 25c, 27a7fd9d7d0, 0, 0
24, fffffffffffffffe, 20008, 1, d6fabfeef0
d, fffffffffffffffe, 5, d6fabfee70, 8
21, 444, a, d6fabff030, 38
63, 27a7eb05430, 27a7eaf8c20, 444, 2000000
63, 27a7eaefe30, 27a7eaf8c20, 444, 2000000
25, fffffffffffffffe, 17, c416bff6b0, 10
1157, c416bff450, c416bff5f0, c416bff5e8, 0
1157, c416bff380, c416bff498, 7ffe7000, 83
1115, 4, c416bff400, 1c59c653130, ffffffff
1128, 4, c416bff420, c416bff428, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
5b, 1, 1c59c641140, 1, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
f, 444, 1, 27a7e9b07e0, 4
d, fffffffffffffffe, 2c, 27a7eb5ec58, 8
5e, 21c, 300, 78, d6fabfd278
89, 1f0, 0, b7fb87f318, 10
e, 4c, 0, 0, 0
1d0, 7fff273aef34, 0, 25fa0ff678, 0
25, fffffffffffffffe, 17, c416bff420, 10
112c, c416bff370, c416bff364, c416bff368, 0
12dd, ffffffff89120c08, 4, c416bff0e0, c416bff148
103b, ffffffffc4040cea, 0, 0, 0
103b, ffffffffc4040cea, 30, 1c5a6416d50, 0
1020, ffffffffc4040cea, c41699c000, 0, 1c59caf0000
112e, c416bff400, c416bff3f0, c416bff3f4, 0
25, fffffffffffffffe, 17, c416bff420, 10
11ea, c416bfe938, 1c5a443ba10, 7fff21fb89b0, c416bfe798
11b3, c416bfe810, 1c5a4438050, c416bfe838, 0
11ea, c416bfe7c0, 1, 1c5a2010030, 7fff2749ce20
1257, c416bff120, 7fff2123a7c8, c416bff120, 556b
11ea, c416bff240, 0, 0, 0
1257, c416bff120, 7fff2123a7c8, c416bff120, 556b
11ea, c416bff240, f, 1c5ace135b0, 2e
1157, c416bff2e0, c416bff3f8, 7ffe7000, 83
1119, 4, c416bff4b8, 1c59c6610a8, 1c59c6610a8
146, 870, 0, 5, 83
17c, 18, 1, 0, ffff0000
25, fffffffffffffffe, 17, c416bff5c0, 10
5b, 4, 1c59c63b508, 1, 0
17d, 26c, c416bff250, 1, c416bff240
5b, 5, 1c59c641140, 1, 0
1bd, 2c, ce8f7fa80, 0, ce8f7fa88
90, 30, 1c, 2c, 1245d002558
1e3, 20, 1245d04f3a0, 10, ce8f7fc08
19, ffffffffffffffff, 25, be0f67e570, 40
21, 1014, 19, 28546c72100, 1c
76, ffffffffffffffff, be0f67dcc0, be0f67dc10, 1000
3f, 1488, 233b2204090, d6faafcae0, 138
3f, 1488, 233b2203d00, d6faafc430, 40
86, 25c, 27a7fd9d7d0, 1, 0
5e, 344, 300, 78, be0f9fc3c8
5e, 344, 300, 78, be0f9fc5b8
23, ffffffffffffffff, 28546540000, 3, be0f9fbad8
43, 25fa0ffab0, 1, 25fa0ff758, 0
f, 594, 1, 2a9229c07e0, 4
24, fffffffffffffffe, 4, 1, 2a9247c3348
86, 538, 2a924720d70, 0, 5c
24, fffffffffffffffe, 8, 1, db58afd8c8
d, fffffffffffffffe, 5, db58afd700, 8
d, fffffffffffffffe, 5, db58afd728, 8
21, 594, 27, 0, 0
24, fffffffffffffffe, 4, 1, be0f67df98
24, fffffffffffffffe, 4, 1, be0f67e0e8
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 4e2b23a020, d6faafc1c0, 8
3f, 1488, 233b22036b0, d6faafc200, 448
3f, 1488, 233b2203d40, 27a7f542e30, 74
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, 7e66dfe018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 245ff6043c0, d6faafcae0, 138
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
21, 594, 27, 2a922c351b0, 68
f, 594, 1, 2a9229c07e0, 4
17c, 1e0, 1, 0, ffff0000
4, 64, 0, 0, 1
20, 64, 0, ce8cff0b8, 0
f, 198, 1, 1245cf807e0, 4
4, 3e0, 0, 0, 1245d02fa40
20, 3e0, 0, ce8cff0e8, 0
d, fffffffffffffffe, a, ce8cff200, 4
d, fffffffffffffffe, a, ce8cff200, 4
f, 24c, 0, 1245d046b80, 1245d07fb01
3f, 1488, 245ff603f42, d6faafc430, 9e
13b8, 10002, 1c5acfc8370, 1c59c63b300, 20
1e3, 18, 1c5a62ea5d0, 10, c4170ff738
76, ffffffffffffffff, 7ca57d1e0, 7ca57d130, 1000
76, ffffffffffffffff, 7ca57d2b0, 7ca57d200, 1000
12, 15b14ead4e0, 20119, 7ca57d368, 15b14ead4e0
16, 2ac, 0, 7ca57d3a0, 210
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d268, 2, 7ca57cf90
17, 2ac, 7ca57d268, 2, 7ca57cf90
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d498, 2, 7ca57d1c0
16, 2ac, 7, 7ca57d198, 4
129, 7ca57d1f0, 20119, 7ca57d250, 0
17, 2ac, 7ca57d268, 2, 7ca57cf90
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d498, 2, 7ca57d1c0
17, 2ac, 7ca57d498, 2, 7ca57d1c0
12, 15b14ead300, 20119, 7ca57cf28, 15b14ead300
16, 710, 0, 7ca57cf60, 210
17, 710, 7ca57cc98, 2, 7ca57c9c0
17, 710, 7ca57cc98, 2, 7ca57c9c0
21, 1014, 14, be0f67e0e0, 4
21, 1014, 12, be0f67e0d8, 4
21, 1014, 1, be0f67d6e0, 54
12, 2854699b9d0, 20119, be0f67d270, 2854699b9d0
12, 285469ebc80, 20119, be0f67d358, 7fff25bd5fc0
12, 285469ec100, 20119, be0f67d628, 0
